265
11
21056716
122845
 0 1 1 27 25  7 (D 0,1,1) (S 30,3,6) (S 31,6,8) (S 6,8,8) (S 38,8,24) (S 15,24,24) (D 0,1,1)
 0 1 2 22 16  5 (D 0,1,1) (S 20,1,17) (S 21,17,15) (S 10,15,15) (D 0,1,1)
 0 1 3 27 38  7 (D 0,1,1) (S 35,13,15) (S 24,18,25) (S 41,25,26) (S 27,26,27) (S 16,27,27) (D 0,1,1)
 0 1 4 27 18  4 (D 0,1,1) (S 23,4,6) (S 5,6,6) (D 0,1,1)
 0 1 5 27 43  6 (D 0,1,1) (S 34,18,21) (S 18,21,14) (S 9,14,14) (S 25,16,17) (D 0,1,1)
 0 1 6 20 18  4 (D 0,1,1) (S 2,3,3) (S 28,3,4) (D 0,1,1)
 0 1 7 27 33  8 (D 0,1,1) (S 39,10,11) (S 17,11,7) (S 4,5,5) (S 32,5,9) (S 7,12,12) (S 26,12,19) (D 0,1,1)
 0 1 8 27 11  6 (D 0,1,1) (S 3,4,4) (S 37,4,10) (S 1,2,2) (S 36,2,1) (D 0,1,1)
 0 1 9 21 24  6 (D 0,1,1) (S 13,22,22) (S 19,22,23) (S 14,23,23) (S 29,23,24) (D 0,1,1)
 0 1 10 7 2  3 (D 0,1,1) (S 33,1,19) (D 0,1,1)
 0 1 11 26 37  7 (D 0,1,1) (S 8,13,13) (S 40,14,20) (S 11,20,20) (S 12,21,21) (S 22,21,22) (D 0,1,1)
