312
10
32681392
1082412
 0 1 1 49 27  11 (D 0,1,1) (S 35,5,10) (S 9,16,16) (S 31,16,15) (S 55,15,14) (S 8,14,14) (S 48,14,10) (S 6,10,10) (S 36,10,5) (S 2,5,5) (D 0,1,1)
 0 1 2 29 14  6 (D 0,1,1) (S 28,31,29) (S 38,29,28) (S 17,28,28) (S 19,31,1) (D 0,1,1)
 0 1 3 46 23  7 (D 0,1,1) (S 26,1,7) (S 4,7,7) (S 39,7,8) (S 43,3,2) (S 59,2,1) (D 0,1,1)
 0 1 4 49 16  4 (D 0,1,1) (S 1,2,2) (S 5,8,8) (D 0,1,1)
 0 1 5 49 56  7 (D 0,1,1) (S 20,9,13) (S 24,13,19) (S 13,20,20) (S 30,22,21) (S 47,4,9) (D 0,1,1)
 0 1 6 50 47  8 (D 0,1,1) (S 23,3,9) (S 58,9,4) (S 12,19,19) (S 37,19,18) (S 41,12,11) (S 44,6,5) (D 0,1,1)
 0 1 7 33 28  8 (D 0,1,1) (S 40,1,30) (S 51,30,29) (S 21,26,27) (S 16,27,27) (S 52,29,30) (S 49,30,1) (D 0,1,1)
 0 1 8 50 46  11 (D 0,1,1) (S 32,13,12) (S 56,12,18) (S 11,18,18) (S 53,18,21) (S 42,21,18) (S 54,18,12) (S 57,12,13) (S 18,13,4) (S 22,4,3) (D 0,1,1)
 0 1 9 50 24  10 (D 0,1,1) (S 60,31,5) (S 45,10,16) (S 10,17,17) (S 46,17,11) (S 7,11,11) (S 33,11,6) (S 3,6,6) (S 27,6,31) (D 0,1,1)
 0 1 10 46 31  8 (D 0,1,1) (S 25,27,24) (S 29,23,25) (S 15,25,25) (S 14,23,23) (S 50,23,26) (S 34,26,28) (D 0,1,1)
