41059
16
310358834
305064330
 0 1 1 3900 598  24 (D 0,350,350) (S 572,350,112) (S 406,47,422) (S 21,21,21) (S 146,146,146) (S 683,146,184) (S 184,184,184) (S 819,184,529) (S 494,529,528) (S 668,694,138) (S 138,138,138) (S 578,619,142) (S 142,142,142) (S 815,142,834) (S 816,835,836) (S 817,836,837) (S 818,837,838) (S 344,344,344) (S 444,344,467) (S 282,282,282) (S 827,844,845) (S 284,284,284) (S 520,404,112) (D 0,350,350)
 0 1 2 3999 1808  16 (D 0,350,350) (S 1,1,1) (S 497,533,534) (S 300,300,300) (S 498,535,308) (S 308,308,308) (S 500,535,537) (S 499,537,536) (S 103,103,103) (S 22,22,22) (S 378,22,388) (S 605,22,645) (S 141,141,141) (S 631,349,663) (S 630,662,661) (D 0,350,350)
 0 1 3 4000 4792  98 (D 0,350,350) (S 757,794,574) (S 762,456,455) (S 764,799,90) (S 90,90,90) (S 2,2,2) (S 457,480,479) (S 382,26,27) (S 27,27,27) (S 28,28,28) (S 26,26,26) (S 543,26,123) (S 123,123,123) (S 542,123,489) (S 64,64,64) (S 432,64,65) (S 65,65,65) (S 224,224,224) (S 63,63,63) (S 541,587,489) (S 466,489,481) (S 458,481,482) (S 304,304,304) (S 540,586,585) (S 709,740,129) (S 129,129,129) (S 320,320,320) (S 189,189,189) (S 164,164,164) (S 163,163,163) (S 295,295,295) (S 702,732,733) (S 77,77,77) (S 570,79,613) (S 453,79,474) (S 79,79,79) (S 78,78,78) (S 600,77,639) (S 765,639,59) (S 59,59,59) (S 401,417,418) (S 402,418,419) (S 403,419,420) (S 44,44,44) (S 550,421,446) (S 551,446,46) (S 405,46,421) (S 404,421,44) (S 45,45,45) (S 268,268,268) (S 191,191,191) (S 128,128,128) (S 552,128,594) (S 46,46,46) (S 426,446,445) (S 425,444,443) (S 424,443,417) (S 400,417,416) (S 637,416,667) (S 635,524,666) (S 701,731,411) (S 397,411,412) (S 40,40,40) (S 492,525,524) (S 636,524,667) (S 136,136,136) (S 566,136,41) (S 41,41,41) (S 567,41,608) (S 712,609,743) (S 568,609,610) (S 137,137,137) (S 760,796,797) (S 493,527,526) (S 101,101,101) (S 330,330,330) (S 238,238,238) (S 237,237,237) (S 236,236,236) (S 239,239,239) (S 194,194,194) (S 193,193,193) (S 192,192,192) (S 160,160,160) (S 162,162,162) (S 161,161,161) (S 759,160,267) (S 267,267,267) (S 266,266,266) (S 756,266,793) (S 755,793,792) (S 729,763,762) (S 261,261,261) (S 730,261,763) (S 195,195,195) (S 147,147,147) (S 155,155,155) (D 0,350,350)
 0 1 4 3911 2675  96 (D 0,350,350) (S 598,637,636) (S 597,636,635) (S 522,561,116) (S 116,116,116) (S 623,116,131) (S 131,131,131) (S 553,131,595) (S 305,305,305) (S 596,595,561) (S 523,561,562) (S 645,674,675) (S 646,675,385) (S 376,386,18) (S 80,80,80) (S 506,80,544) (S 14,14,14) (S 734,15,768) (S 15,15,15) (S 374,14,386) (S 373,386,385) (S 333,333,333) (S 372,384,383) (S 371,383,382) (S 496,531,532) (S 805,828,382) (S 806,382,18) (S 18,18,18) (S 227,227,227) (S 459,88,483) (S 169,169,169) (S 648,169,483) (S 647,483,676) (S 666,692,676) (S 667,676,693) (S 88,88,88) (S 60,60,60) (S 61,61,61) (S 264,264,264) (S 430,451,60) (S 429,60,450) (S 263,263,263) (S 428,449,448) (S 807,448,521) (S 215,215,215) (S 213,213,213) (S 699,214,728) (S 214,214,214) (S 808,829,541) (S 503,104,541) (S 488,521,449) (S 487,449,520) (S 486,519,298) (S 298,298,298) (S 375,387,16) (S 16,16,16) (S 17,17,17) (S 439,17,461) (S 440,461,69) (S 69,69,69) (S 441,69,462) (S 105,105,105) (S 508,105,546) (S 510,547,548) (S 509,547,546) (S 319,319,319) (S 507,545,105) (S 399,415,414) (S 398,414,413) (S 452,413,76) (S 76,76,76) (S 517,76,557) (S 516,557,556) (S 106,106,106) (S 301,301,301) (S 784,811,683) (S 656,683,684) (S 657,684,655) (S 622,655,7) (S 7,7,7) (S 621,7,34) (S 34,34,34) (S 390,34,402) (S 366,375,374) (S 365,374,373) (S 13,13,13) (S 653,680,679) (S 652,678,679) (S 786,812,813) (S 274,274,274) (S 803,826,562) (S 6,6,6) (S 357,6,360) (S 358,361,3) (S 3,3,3) (D 0,350,350)
 0 1 5 3515 1066  16 (D 0,350,350) (S 288,288,288) (S 35,35,35) (S 579,621,620) (S 830,620,850) (S 345,345,345) (S 283,283,283) (S 828,846,847) (S 328,328,328) (S 829,848,849) (S 660,687,688) (S 310,310,310) (S 158,158,158) (S 625,657,157) (S 157,157,157) (D 0,350,350)
 0 1 6 3999 5543  114 (D 0,350,350) (S 349,350,351) (S 332,332,332) (S 156,156,156) (S 547,591,592) (S 442,464,463) (S 789,463,190) (S 190,190,190) (S 790,190,234) (S 235,235,235) (S 234,234,234) (S 484,515,516) (S 175,175,175) (S 664,691,690) (S 791,690,817) (S 530,571,572) (S 792,571,216) (S 216,216,216) (S 793,216,9) (S 9,9,9) (S 272,272,272) (S 144,144,144) (S 714,252,744) (S 252,252,252) (S 251,251,251) (S 117,117,117) (S 580,143,622) (S 143,143,143) (S 797,823,187) (S 335,335,335) (S 334,334,334) (S 690,718,716) (S 689,716,717) (S 692,717,719) (S 724,719,754) (S 691,719,260) (S 260,260,260) (S 188,188,188) (S 187,187,187) (S 217,217,217) (S 324,324,324) (S 218,218,218) (S 232,232,232) (S 273,273,273) (S 204,204,204) (S 241,241,241) (S 206,206,206) (S 242,242,242) (S 209,209,209) (S 210,210,210) (S 211,211,211) (S 212,212,212) (S 245,245,245) (S 244,244,244) (S 208,208,208) (S 207,207,207) (S 243,243,243) (S 205,205,205) (S 202,202,202) (S 176,176,176) (S 177,177,177) (S 203,203,203) (S 706,737,736) (S 181,181,181) (S 178,178,178) (S 179,179,179) (S 538,584,583) (S 323,323,323) (S 801,825,102) (S 102,102,102) (S 569,611,612) (S 800,102,824) (S 799,824,223) (S 223,223,223) (S 62,62,62) (S 431,453,452) (S 798,452,729) (S 700,729,730) (S 711,249,742) (S 250,250,250) (S 249,249,249) (S 248,248,248) (S 331,331,331) (S 219,219,219) (S 257,257,257) (S 262,262,262) (S 735,769,770) (S 796,770,822) (S 526,117,566) (S 795,821,820) (S 256,256,256) (S 258,258,258) (S 794,819,818) (S 641,670,167) (S 167,167,167) (S 642,167,671) (S 287,287,287) (S 694,720,721) (S 316,316,316) (S 359,362,363) (S 183,183,183) (S 681,183,708) (S 560,134,603) (S 564,603,602) (S 559,602,133) (S 133,133,133) (S 150,150,150) (S 607,150,149) (S 149,149,149) (S 606,646,601) (S 593,562,560) (S 521,560,361) (S 113,113,113) (D 0,350,350)
 0 1 7 3972 3730  72 (D 0,350,350) (S 744,559,514) (S 351,354,355) (S 423,441,442) (S 469,491,492) (S 675,701,702) (S 93,93,93) (S 231,231,231) (S 379,389,390) (S 380,390,23) (S 23,23,23) (S 663,390,504) (S 676,504,703) (S 718,703,254) (S 254,254,254) (S 317,317,317) (S 719,317,255) (S 255,255,255) (S 677,255,704) (S 478,505,24) (S 24,24,24) (S 477,24,504) (S 314,314,314) (S 639,314,551) (S 513,551,552) (S 640,551,166) (S 166,166,166) (S 230,230,230) (S 114,114,114) (S 240,240,240) (S 115,115,115) (S 743,779,778) (S 742,777,247) (S 247,247,247) (S 246,246,246) (S 697,725,724) (S 741,724,710) (S 684,710,711) (S 479,506,507) (S 70,70,70) (S 98,98,98) (S 708,725,429) (S 410,429,428) (S 49,49,49) (S 665,49,511) (S 482,511,512) (S 233,233,233) (S 481,511,510) (S 480,509,508) (S 409,427,48) (S 48,48,48) (S 525,565,564) (S 524,564,563) (S 473,498,499) (S 775,498,563) (S 776,563,807) (S 489,523,522) (S 629,522,660) (S 299,299,299) (S 119,119,119) (S 577,340,468) (S 491,470,434) (S 415,434,53) (S 53,53,53) (S 416,53,435) (S 490,435,470) (S 446,470,469) (S 787,685,814) (S 341,341,341) (S 802,636,394) (S 571,614,615) (D 0,350,350)
 0 1 8 3999 1806  53 (D 0,350,350) (S 822,86,841) (S 823,343,842) (S 824,842,697) (S 533,577,578) (S 515,555,108) (S 108,108,108) (S 693,108,168) (S 168,168,168) (S 643,672,673) (S 670,697,673) (S 644,673,578) (S 534,579,391) (S 381,391,25) (S 31,31,31) (S 685,712,713) (S 686,713,10) (S 10,10,10) (S 11,11,11) (S 448,11,472) (S 447,11,471) (S 132,132,132) (S 745,132,780) (S 462,485,486) (S 746,485,781) (S 747,781,782) (S 96,96,96) (S 97,97,97) (S 408,425,426) (S 476,425,503) (S 628,597,659) (S 811,659,832) (S 396,174,410) (S 471,494,495) (S 470,493,94) (S 122,122,122) (S 809,122,830) (S 342,342,342) (S 275,275,275) (S 812,471,549) (S 511,549,289) (S 512,289,550) (S 289,289,289) (S 687,397,714) (S 386,397,31) (S 532,576,575) (S 813,575,833) (S 281,281,281) (S 814,833,279) (S 279,279,279) (S 669,696,695) (S 820,839,529) (D 0,350,350)
 0 1 9 3979 3265  62 (D 0,350,350) (S 75,75,75) (S 42,42,42) (S 768,200,661) (S 769,661,801) (S 770,1,348) (S 348,348,349) (S 632,349,490) (S 54,54,54) (S 55,55,55) (S 417,55,436) (S 56,56,56) (S 418,56,437) (S 468,437,431) (S 413,431,50) (S 50,50,50) (S 427,447,312) (S 312,312,312) (S 180,180,180) (S 716,180,746) (S 671,180,698) (S 672,698,699) (S 52,52,52) (S 414,432,433) (S 51,51,51) (S 419,51,437) (S 91,91,91) (S 467,54,490) (S 309,309,309) (S 633,309,159) (S 159,159,159) (S 634,664,665) (S 329,329,329) (S 831,851,852) (S 270,270,270) (S 833,855,286) (S 286,286,286) (S 285,285,285) (S 832,853,854) (S 773,803,804) (S 118,118,118) (S 529,568,570) (S 303,303,303) (S 528,568,569) (S 527,567,118) (S 269,269,269) (S 772,802,322) (S 322,322,322) (S 201,201,201) (S 576,141,618) (S 140,140,140) (S 713,618,359) (S 356,359,358) (S 355,358,357) (S 354,357,200) (S 200,200,200) (S 82,82,82) (S 456,477,478) (S 783,423,811) (S 171,171,171) (S 785,375,812) (D 0,350,350)
 0 1 10 2865 344  15 (D 0,350,350) (S 391,403,404) (S 392,404,405) (S 393,405,406) (S 302,302,302) (S 394,407,408) (S 589,408,145) (S 145,145,145) (S 588,145,628) (S 736,628,627) (S 29,29,29) (S 383,29,392) (S 384,393,394) (S 112,112,112) (D 0,350,350)
