7475
22
96807709
29015317
 0 1 1 1406 588  8 (D 0,1,1) (S 31,16,28) (S 51,28,41) (S 77,41,53) (S 85,53,52) (S 10,50,50) (S 70,50,38) (D 0,1,1)
 0 1 2 1423 375  7 (D 0,1,1) (S 90,20,21) (S 91,21,22) (S 64,36,37) (S 44,37,24) (S 42,24,23) (D 0,1,1)
 0 1 3 1437 310  6 (D 0,1,1) (S 59,33,34) (S 61,34,35) (S 93,35,22) (S 29,22,14) (D 0,1,1)
 0 1 4 1450 229  7 (D 0,1,1) (S 24,11,18) (S 54,30,31) (S 57,32,33) (S 6,33,33) (S 38,33,20) (D 0,1,1)
 0 1 5 1463 291  7 (D 0,1,1) (S 58,32,44) (S 80,44,45) (S 9,45,45) (S 60,45,33) (S 35,20,19) (D 0,1,1)
 0 1 6 1469 325  6 (D 0,1,1) (S 16,4,5) (S 17,5,6) (S 1,6,6) (S 18,5,14) (D 0,1,1)
 0 1 7 1451 347  6 (D 0,1,1) (S 40,22,23) (S 43,23,36) (S 63,36,35) (S 7,35,35) (D 0,1,1)
 0 1 8 1468 478  8 (D 0,1,1) (S 65,36,48) (S 97,49,50) (S 83,50,51) (S 73,51,39) (S 69,39,38) (S 67,38,37) (D 0,1,1)
 0 1 9 1405 415  8 (D 0,1,1) (S 39,21,34) (S 62,34,46) (S 81,46,47) (S 96,47,48) (S 82,48,49) (S 68,49,37) (D 0,1,1)
 0 1 10 1186 65  4 (D 0,1,1) (S 12,1,11) (S 22,11,10) (D 0,1,1)
 0 1 11 1392 196  6 (D 0,1,1) (S 53,29,42) (S 78,42,43) (S 55,43,30) (S 52,30,29) (D 0,1,1)
 0 1 12 1430 187  6 (D 0,1,1) (S 13,2,3) (S 14,3,4) (S 15,3,12) (S 88,11,2) (D 0,1,1)
 0 1 13 1468 505  6 (D 0,1,1) (S 48,26,39) (S 8,39,39) (S 72,39,40) (S 94,40,26) (D 0,1,1)
 0 1 14 1380 230  6 (D 0,1,1) (S 5,32,32) (S 37,32,20) (S 28,20,13) (S 26,13,12) (D 0,1,1)
 0 1 15 1408 210  7 (D 0,1,1) (S 79,43,44) (S 56,44,31) (S 36,31,19) (S 27,19,12) (S 89,12,11) (D 0,1,1)
 0 1 16 1473 547  6 (D 0,1,1) (S 50,27,40) (S 76,40,53) (S 84,52,51) (S 71,51,38) (D 0,1,1)
 0 1 17 1460 114  6 (D 0,1,1) (S 33,17,29) (S 4,29,29) (S 2,17,17) (S 11,10,1) (D 0,1,1)
 0 1 18 1441 132  6 (D 0,1,1) (S 23,10,17) (S 32,17,18) (S 34,18,19) (S 25,19,11) (D 0,1,1)
 0 1 19 1465 562  7 (D 0,1,1) (S 47,26,27) (S 49,27,28) (S 74,41,40) (S 75,40,52) (S 98,50,49) (D 0,1,1)
 0 1 20 1457 392  5 (D 0,1,1) (S 41,22,36) (S 66,36,49) (S 95,46,45) (D 0,1,1)
 0 1 21 1469 564  8 (D 0,1,1) (S 19,6,7) (S 86,7,8) (S 30,15,16) (S 21,16,9) (S 87,9,8) (S 20,25,7) (D 0,1,1)
 0 1 22 1456 413  6 (D 0,1,1) (S 45,24,38) (S 46,38,25) (S 3,25,25) (S 92,25,24) (D 0,1,1)
