16024
28
300327662
207854393
 0 1 1 1727 686  9 (D 0,1,1) (S 129,52,62) (S 26,62,62) (S 146,62,74) (S 161,75,63) (S 147,63,62) (S 145,62,61) (S 125,50,31) (D 0,1,1)
 0 1 2 1746 453  8 (D 0,1,1) (S 74,5,6) (S 76,7,20) (S 90,20,8) (S 11,31,31) (S 102,31,30) (S 87,18,19) (D 0,1,1)
 0 1 3 1744 824  12 (D 0,1,1) (S 67,96,109) (S 49,109,109) (S 199,109,110) (S 50,110,110) (S 200,110,123) (S 211,122,123) (S 59,121,121) (S 209,121,108) (S 177,94,93) (S 164,80,69) (D 0,1,1)
 0 1 4 1756 594  8 (D 0,1,1) (S 156,71,82) (S 35,82,82) (S 66,82,95) (S 179,95,94) (S 165,81,70) (S 118,47,38) (D 0,1,1)
 0 1 5 1742 640  12 (D 0,1,1) (S 193,104,117) (S 55,117,117) (S 206,117,116) (S 205,116,103) (S 45,103,103) (S 40,90,90) (S 175,90,91) (S 46,105,105) (S 195,105,104) (S 191,104,91) (D 0,1,1)
 0 1 6 1749 817  12 (D 0,1,1) (S 126,50,51) (S 160,74,62) (S 37,86,86) (S 170,85,98) (S 184,98,111) (S 51,111,111) (S 202,112,99) (S 43,99,99) (S 185,99,86) (S 159,73,72) (D 0,1,1)
 0 1 7 1687 120  8 (D 0,1,1) (S 71,1,2) (S 1,2,2) (S 72,2,14) (S 81,14,24) (S 7,24,24) (S 80,14,13) (D 0,1,1)
 0 1 8 1710 541  10 (D 0,1,1) (S 123,49,50) (S 143,60,72) (S 32,72,72) (S 157,72,71) (S 31,71,71) (S 155,71,70) (S 30,70,70) (S 154,69,68) (D 0,1,1)
 0 1 9 1628 418  7 (D 0,1,1) (S 119,47,48) (S 20,49,49) (S 122,49,39) (S 15,39,39) (S 108,39,29) (D 0,1,1)
 0 1 10 1651 311  9 (D 0,1,1) (S 2,3,3) (S 73,4,16) (S 83,16,4) (S 84,17,5) (S 97,27,38) (S 14,37,37) (S 106,37,25) (D 0,1,1)
 0 1 11 1749 529  8 (D 0,1,1) (S 75,7,8) (S 77,10,11) (S 78,11,12) (S 4,12,12) (S 79,12,11) (S 103,32,31) (D 0,1,1)
 0 1 12 1749 805  9 (D 0,1,1) (S 182,98,97) (S 181,97,110) (S 70,110,111) (S 201,111,112) (S 186,99,98) (S 180,97,96) (S 167,83,72) (D 0,1,1)
 0 1 13 1684 477  10 (D 0,1,1) (S 120,48,49) (S 124,49,59) (S 141,59,69) (S 29,69,69) (S 153,69,59) (S 28,68,68) (S 18,47,47) (S 117,47,37) (D 0,1,1)
 0 1 14 1750 376  10 (D 0,1,1) (S 85,17,27) (S 99,28,29) (S 10,29,29) (S 88,19,7) (S 3,7,7) (S 89,19,18) (S 98,28,27) (S 9,27,27) (D 0,1,1)
 0 1 15 1750 694  10 (D 0,1,1) (S 152,68,79) (S 166,81,94) (S 178,94,107) (S 69,109,122) (S 60,122,122) (S 210,121,120) (S 207,119,106) (S 196,106,93) (D 0,1,1)
 0 1 16 1742 600  11 (D 0,1,1) (S 62,11,33) (S 12,33,33) (S 104,33,32) (S 63,32,22) (S 92,22,21) (S 101,31,21) (S 100,31,20) (S 5,20,20) (S 91,20,30) (D 0,1,1)
 0 1 17 1743 609  10 (D 0,1,1) (S 114,45,44) (S 19,48,48) (S 121,48,59) (S 24,59,59) (S 140,59,68) (S 139,58,57) (S 133,54,55) (S 132,54,43) (D 0,1,1)
 0 1 18 1735 692  11 (D 0,1,1) (S 138,57,56) (S 136,56,66) (S 162,76,88) (S 39,89,89) (S 174,89,102) (S 188,102,101) (S 173,88,101) (S 149,65,55) (S 134,55,44) (D 0,1,1)
 0 1 19 1748 233  8 (D 0,1,1) (S 6,23,23) (S 94,23,24) (S 95,24,25) (S 96,25,26) (S 8,26,26) (S 82,15,14) (D 0,1,1)
 0 1 20 1751 615  10 (D 0,1,1) (S 192,104,105) (S 56,118,118) (S 57,119,119) (S 58,120,120) (S 208,120,107) (S 48,107,107) (S 198,107,106) (S 194,105,92) (D 0,1,1)
 0 1 21 1747 524  9 (D 0,1,1) (S 135,55,56) (S 22,54,54) (S 148,64,65) (S 27,65,65) (S 150,65,66) (S 151,66,67) (S 64,67,57) (D 0,1,1)
 0 1 22 1707 647  10 (D 0,1,1) (S 13,34,34) (S 105,34,42) (S 16,42,42) (S 131,53,63) (S 21,53,53) (S 130,53,52) (S 128,52,41) (S 110,40,32) (D 0,1,1)
 0 1 23 1742 740  10 (D 0,1,1) (S 34,75,75) (S 65,75,87) (S 171,87,86) (S 169,85,84) (S 36,84,84) (S 168,84,73) (S 33,73,73) (S 158,73,61) (D 0,1,1)
 0 1 24 1753 957  10 (D 0,1,1) (S 86,18,6) (S 183,98,99) (S 187,99,100) (S 52,113,113) (S 203,113,126) (S 61,124,124) (S 212,124,111) (S 197,107,94) (D 0,1,1)
 0 1 25 1756 638  11 (D 0,1,1) (S 68,104,103) (S 190,103,102) (S 44,102,102) (S 189,102,115) (S 54,115,115) (S 204,115,102) (S 53,114,114) (S 38,88,88) (S 172,88,76) (D 0,1,1)
 0 1 26 1751 346  10 (D 0,1,1) (S 112,43,44) (S 116,46,57) (S 23,57,57) (S 137,57,46) (S 17,46,46) (S 115,46,45) (S 113,45,36) (S 93,23,13) (D 0,1,1)
 0 1 27 1747 579  9 (D 0,1,1) (S 111,40,51) (S 127,51,61) (S 25,61,61) (S 144,61,60) (S 142,60,50) (S 109,39,38) (S 107,37,36) (D 0,1,1)
 0 1 28 1628 559  7 (D 0,1,1) (S 42,93,93) (S 176,93,106) (S 47,106,106) (S 41,92,92) (S 163,78,67) (D 0,1,1)
